"タイトル","コメント","URL","親リストタイトル","親リストURL","一覧抽出方法","座標","ウェブサイト","所在地","正式名称","略称","設立年月日","英語名称","組織形態","前身","法人番号","所長","上位組織","人数","所管","本部所在地","予算","設置者","設立","研究科","学校種別"
"海上保安大学校","[海上保安大学校国際海洋政策研究センター] 海上保安大学校 （かいじょうほあんだいがっこう、 英語 :Japan Coast Guard Academy）は、 広島県 呉市 若葉町5-1に本部を置く、 国土交通省 所管の 省庁大学校 。 大学校の略称 は 海保大 または 保大   (英略: JCGA )。 海上保安庁 の幹部職員（幹部 海上保安官  ）の養成を目的に設置されている同庁の 施設等機関 であり、諸外国において 沿岸警備隊 士官学校 に相当する教育機関である。設置根拠は国土交通省組織令  第254条。","https://ja.wikipedia.org/wiki/海上保安大学校","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯34度14分46.2秒 東経132度31分37.6秒","www.jcga.ac.jp","","","","","","","","","","","","","広島県呉市若葉町5-1","","海上保安庁","","",""
"国土地理院","[国土交通省国土地理院地理地殻活動研究センター] 日本国内における「すべての測量の基礎となる測量」（ 基本測量 ）を自ら実施し、 国家座標 の維持管理を行うほか、国土地理院以外の国の 行政機関 や 公共団体 が実施する 公共測量 の指導・助言を行う。また、 地理空間情報 の国際 標準化 や 国際連合地名標準化会議 ・ 地理学的名称に関する国連専門家グループ などの国際会合への参画、宇宙測地や 重力 測定の国際的事業への参画など、国家地図作成機関としての国際協力も担っている。また、 測量士 試験、 測量士補 試験、測量士登録行政も行っている。","https://ja.wikipedia.org/wiki/国土地理院","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯36度6分16.5秒東経140度5分4.5秒","","〒305-0811茨城県つくば市北郷1番北緯36度6分16.5秒東経140度5分4.5秒﻿ / ﻿北緯36.104583度 東経140.084583度﻿ /36.104583; 140.084583","","","","","","民部官庶務司戸籍地図掛（内務省地理局）太政官政表課兵部省陸軍参謀局間諜隊（参謀本部陸地測量部）工部省測量司地理調査所","","","","","","","","","","",""
"国土地理院","[国土地理院地理地殻活動研究センター] 日本国内における「すべての測量の基礎となる測量」（ 基本測量 ）を自ら実施し、 国家座標 の維持管理を行うほか、国土地理院以外の国の 行政機関 や 公共団体 が実施する 公共測量 の指導・助言を行う。また、 地理空間情報 の国際 標準化 や 国際連合地名標準化会議 ・ 地理学的名称に関する国連専門家グループ などの国際会合への参画、宇宙測地や 重力 測定の国際的事業への参画など、国家地図作成機関としての国際協力も担っている。また、 測量士 試験、 測量士補 試験、測量士登録行政も行っている。","https://ja.wikipedia.org/wiki/国土地理院","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯36度6分16.5秒東経140度5分4.5秒","","〒305-0811茨城県つくば市北郷1番北緯36度6分16.5秒東経140度5分4.5秒﻿ / ﻿北緯36.104583度 東経140.084583度﻿ /36.104583; 140.084583","","","","","","民部官庶務司戸籍地図掛（内務省地理局）太政官政表課兵部省陸軍参謀局間諜隊（参謀本部陸地測量部）工部省測量司地理調査所","","","","","","","","","","",""
"警察庁","[警察庁科学警察研究所] 1954年 （ 昭和 29年）に 公布 、 施行 された 警察法 により設置された。","https://ja.wikipedia.org/wiki/警察庁","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯35度40分31.9秒 東経139度45分4.6秒","","〒100-8974東京都千代田区霞が関二丁目1番2号","","","","","","内務省警保局-内事局第一局-国家地方警察本部（旧警察法に基づいて設置）","8000012130001","","","","","","","","","",""
"科学警察研究所","[科学警察研究所] 警察庁 の附属機関の一つとして設置された中央官庁。 科学捜査 ・犯罪防止・ 交通警察 に関する研究・実験を行うとともに、警察内外の関係機関から依頼された証拠物等の科学的鑑識・検査を行うことを主な任務とする。 警察庁長官 の命を受け、科学警察研究所長が所務を掌理する。大学との研究連携も活発である。","https://ja.wikipedia.org/wiki/科学警察研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯35度53分46.9秒東経139度56分37.8秒","","千葉県柏市柏の葉六丁目3番地1北緯35度53分46.9秒東経139度56分37.8秒﻿ / ﻿北緯35.896361度 東経139.943833度﻿ /35.896361; 139.943833座標:北緯35度53分46.9秒東経139度56分37.8秒﻿ / ﻿北緯35.896361度 東経139.943833度﻿ /35.896361; 139.943833","","","","","","科学捜査研究所 (旧制)","","福永龍繁","","","","","","","","",""
"北海道大学","[北海道大学北海道大学遺伝子病制御研究所北海道大学触媒科学研究所北海道大学人獣共通感染症リサーチセンター北海道大学スラブ・ユーラシア研究センター北海道大学低温科学研究所] ただし、 国立大学 法人北海道大学文書処理規程における文書記号は「海大」  。","https://ja.wikipedia.org/wiki/北海道大学","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯43度4分29秒東経141度20分27秒","www.hokudai.ac.jp","","","","","","","","","","","","","北海道札幌市北区北8条西5丁目北緯43度4分29秒東経141度20分27秒﻿ / ﻿北緯43.07472度 東経141.34083度﻿ /43.07472; 141.34083座標:北緯43度4分29秒東経141度20分27秒﻿ / ﻿北緯43.07472度 東経141.34083度﻿ /43.07472; 141.34083","","国立大学法人北海道大学","","文学院・文学研究院法学研究科公共政策学教育部・連携研究部教育学院・教育学研究院経済学院・経済学研究院国際広報メディア・観光学院メディア・コミュニケーション研究院医学院・医学研究院保健科学院歯学院・歯学研究院医理工学院獣医学院・獣医学研究院国際感染症学院農学院・農学研究院国際食資源学院生命科学院・先端生命科学研究院工学院・工学研究院情報科学院・情報科学研究院環境科学院・地球環境科学研究院薬学研究院理学院・理学研究院総合化学院水産科学院・水産科学研究院","国立"
"北海道大学遺伝子病制御研究所","[北海道大学遺伝子病制御研究所] 「 がん 、 免疫 、 感染 、 炎症 」をキーワードに、基礎 医学  の研究を推進している。","https://ja.wikipedia.org/wiki/北海道大学遺伝子病制御研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北海道大学触媒科学研究所","[北海道大学触媒科学研究所] 2010年 度より 共同利用・共同研究拠点 に指定されている。基礎系8部門・実用化推進系1部門よりなる。","https://ja.wikipedia.org/wiki/北海道大学触媒科学研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北海道大学人獣共通感染症リサーチセンター","[北海道大学人獣共通感染症リサーチセンター] 2010年 より 文部科学省 の 共同利用・共同研究拠点 「人獣共通感染症研究拠点」に指定されている  。","https://ja.wikipedia.org/wiki/北海道大学人獣共通感染症リサーチセンター","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北海道大学スラブ・ユーラシア研究センター","[北海道大学スラブ・ユーラシア研究センター] 北海道大学スラブ・ユーラシア研究センター （ほっかいどうだいがくスラブ・ユーラシアけんきゅうセンター、英: Slavic-Eurasian Research Center）は、 北海道大学 の研究センターで、旧 ソ連 ・ 東欧 研究の総合的・学際的研究を行う研究所である。シベリア・極東、中央ユーラシア、東欧、地域比較のすべてをカバーするのは、日本国内で唯一といえる。北海道大学に設置されたスラブ研究室に端を発する。","https://ja.wikipedia.org/wiki/北海道大学スラブ・ユーラシア研究センター","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"北海道大学低温科学研究所","[北海道大学低温科学研究所] 2010年 度より 共同利用・共同研究拠点 「低温科学研究拠点」に指定されている。現在は3部門と附属環オホーツク観測研究センターからなる。","https://ja.wikipedia.org/wiki/北海道大学低温科学研究所","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","","","","","","","","","","","","","","","","","","","",""
"帯広畜産大学","[帯広畜産大学原虫病研究センター] 帯広畜産大学は 国立 唯一の畜産系単科として、 1941年 に設置された 帯広高等獣医学校 を起源として開学。日本を代表する食料生産基地である北海道 十勝地方 に立地し、これまで 獣医 や 畜産 を中心とする食料生産・流通の幅広い領域に多くの有為な専門職業人を送り出してきた。","https://ja.wikipedia.org/wiki/帯広畜産大学","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯42度52分33.57秒東経143度10分23.46秒","https://www.obihiro.ac.jp/","","","","","","","","","","","","","北海道帯広市稲田町西2線11番地北緯42度52分33.57秒東経143度10分23.46秒﻿ / ﻿北緯42.8759917度 東経143.1731833度﻿ /42.8759917; 143.1731833座標:北緯42度52分33.57秒東経143度10分23.46秒﻿ / ﻿北緯42.8759917度 東経143.1731833度﻿ /42.8759917; 143.1731833","","国立大学法人帯広畜産大学","","畜産学研究科","国立"
"東北大学","[東北大学東北大学加齢医学研究所東北大学金属材料研究所東北大学電気通信研究所東北大学電子光理学研究センター東北大学流体科学研究所] 国内で3番目の 帝国大学 として 1907年 （ 明治 40年）に創設され、仙台においては 1911年 （明治44年）に開学  した東北帝国大学理科大学を源流とする大学である。","https://ja.wikipedia.org/wiki/東北大学","研究所","https://ja.wikipedia.org/wiki/研究所","箇条書き,制限あり","北緯38度15分15秒東経140度52分25秒","https://www.tohoku.ac.jp/japanese/","","","","","","","","","","","","","宮城県仙台市青葉区片平二丁目1番1号北緯38度15分15秒東経140度52分25秒﻿ / ﻿北緯38.25417度 東経140.87361度﻿ /38.25417; 140.87361座標:北緯38度15分15秒東経140度52分25秒﻿ / ﻿北緯38.25417度 東経140.87361度﻿ /38.25417; 140.87361","","国立大学法人東北大学","","文学研究科教育学研究科法学研究科経済学研究科理学研究科医学系研究科歯学研究科薬学研究科工学研究科農学研究科国際文化研究科情報科学研究科生命科学研究科環境科学研究科医工学研究科教育情報学教育部教育情報学研究部","国立"
