title	symbol	value	r	g	b	formationAge_ja	formationAge_en	group_ja	group_en	lithology_ja	lithology_en
中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 変成かんらん岩 高P/T型広域変成岩　緑泥石帯	Tr22-J31_mrpr_hc	4100a0	65	0	160	中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期	Mesozoic Late Triassic Ladinian - Late Jurassic Oxfordian	変成岩	Metamorphic rocks	変成かんらん岩 高P/T型広域変成岩　緑泥石帯	metaperidotite chlorite zone of high P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 蛇紋岩  高P/T型広域変成岩　緑泥石帯	D3-P1_msp_hc	4103a3	65	3	163	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	蛇紋岩  高P/T型広域変成岩　緑泥石帯	serpentinite chlorite zone of high P/T regional metamorphic rocks
中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　珪線石カリ長石帯	Tr1-32_msgca_lks	411de1	65	29	225	中生代 前期三畳紀〜後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　珪線石カリ長石帯	calcareous gneiss & schist sillmanite-Kfeldspar zone of low P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片麻岩・泥質ミグマタイト 高P/T型広域変成岩　角閃岩相	D3-P1_mgmpe_ham	412d00	65	45	0	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	泥質片麻岩・泥質ミグマタイト 高P/T型広域変成岩　角閃岩相	pelitic gneiss & migmatite amphibolite facies rock of high P/T  regional metamorphic rocks
古生代 カンブリア紀〜オルドビス紀, 変成した角閃石岩・角閃岩 高P/T型広域変成岩　ざくろ石帯	Ca-O_mrhb_hg	41406c	65	64	108	古生代 カンブリア紀〜オルドビス紀	Paleozoic Cambrian - Ordovician	変成岩	Metamorphic rocks	変成した角閃石岩・角閃岩 高P/T型広域変成岩　ざくろ石帯	metamorphosed hornblendite, metamorphosed amphibolite garnet zone of high P/T regional metamorphic rocks
新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	Pg2-N121_mgngb_lkc	41406d	65	64	109	新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	gabbro gneiss & diorite gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	D3-P1_mgama_hec	417100	65	113	0	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石	mafic gneiss & amphibolite high P/T metamorphic rocks experienced eclogite facies regional metamorphism
古生代 中期デボン紀〜後期デボン紀, 海成層 泥岩	D2-3_som	417fa4	65	127	164	古生代 中期デボン紀〜後期デボン紀	Paleozoic Middle Devonian - Late Devonian	堆積岩	Sedimentary rocks	海成層 泥岩	marine mudstone
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 変成かんらん岩 高P/T型広域変成岩　緑泥石帯	D3-P1_mrpr_hc	4200a0	66	0	160	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	変成かんらん岩 高P/T型広域変成岩　緑泥石帯	metaperidotite chlorite zone of high P/T regional metamorphic rocks
古生代 カンブリア紀〜オルドビス紀, 蛇紋岩  高P/T型広域変成岩　緑泥石帯	Ca-O_msp_hc	4204a4	66	4	164	古生代 カンブリア紀〜オルドビス紀	Paleozoic Cambrian - Ordovician	変成岩	Metamorphic rocks	蛇紋岩  高P/T型広域変成岩　緑泥石帯	serpentinite chlorite zone of high P/T regional metamorphic rocks
新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期, 超苦鉄質岩類 島弧・大陸	Pg1_pu_a	42126f	66	18	111	新生代 古第三紀 暁新世 ダニアン期〜始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	火成岩	Igneous rocks	超苦鉄質岩類 島弧・大陸	ultramafic rocks island arc & continental
新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　ざくろ石菫青石帯	Pg2-N121_msgca_lgc	421de1	66	29	225	新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　ざくろ石菫青石帯	calcareous gneiss & schist garnet-cordierite zone of low P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片麻岩・泥質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	D3-P1_mgmpe_hag	422e01	66	46	1	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	泥質片麻岩・泥質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相	pelitic gneiss & migmatite amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	K2-Pg12_mgngb_lkc	42416d	66	65	109	中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	gabbro gneiss & diorite gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　角閃岩相	K122-Pg12_mgama_ham	427100	66	113	0	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　角閃岩相	mafic gneiss & amphibolite amphibolite facies rock of high P/T  regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 泥質片岩 高P/T型広域変成岩　緑泥石帯	K122-Pg12_mscpe_hc	428cd6	66	140	214	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質片岩 高P/T型広域変成岩　緑泥石帯	pelitic schist chlorite zone of high P/T regional metamorphic rocks
古生代 カンブリア紀〜オルドビス紀, 変成かんらん岩 高P/T型広域変成岩　緑泥石帯	Ca-O_mrpr_hc	4300a0	67	0	160	古生代 カンブリア紀〜オルドビス紀	Paleozoic Cambrian - Ordovician	変成岩	Metamorphic rocks	変成かんらん岩 高P/T型広域変成岩　緑泥石帯	metaperidotite chlorite zone of high P/T regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 蛇紋岩  高P/T型広域変成岩　ざくろ石帯	K122-Pg12_msp_hg	4305a5	67	5	165	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	蛇紋岩  高P/T型広域変成岩　ざくろ石帯	serpentinite garnet zone of high P/T regional metamorphic rocks
中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　ざくろ石菫青石帯	K2-Pg12_msgca_lgc	431de1	67	29	225	中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Late Cretaceous - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　ざくろ石菫青石帯	calcareous gneiss & schist garnet-cordierite zone of low P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　角閃岩相	D3-P1_msgpe_ham	432f02	67	47	2	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　角閃岩相	pelitic gneiss & schist amphibolite facies rock of high P/T  regional metamorphic rocks
中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	Tr1-32_mgngb_lkc	43426e	67	66	110	中生代 前期三畳紀〜後期三畳紀 ノーリアン期	Mesozoic Early Triassic - Late Triassic Norian	変成岩	Metamorphic rocks	斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯	gabbro gneiss & diorite gneiss Kfeldspar-cordierite zone of low P/T regional metamorphic rocks
中生代 前期白亜紀 バランギニアン期〜アプチアン期, 苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　角閃岩相	K112-121_mgama_ham	437100	67	113	0	中生代 前期白亜紀 バランギニアン期〜アプチアン期	Mesozoic Early Cretaceous Valanginian - Aptian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　角閃岩相	mafic gneiss & amphibolite amphibolite facies rock of high P/T  regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 泥質千枚岩 高P/T型広域変成岩　緑泥石帯	K122-Pg12_mpype_hc	438dd7	67	141	215	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	泥質千枚岩 高P/T型広域変成岩　緑泥石帯	pelitic phyllite chlorite zone of high P/T regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 粘板岩  高P/T型広域変成岩　緑泥石帯	K122-Pg12_msl_hc	438dd8	67	141	216	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	粘板岩  高P/T型広域変成岩　緑泥石帯	slate chlorite zone of high P/T regional metamorphic rocks
中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 変成かんらん岩 高P/T型広域変成岩　ざくろ石帯	K122-Pg12_mrpr_hg	4400a0	68	0	160	中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期	Mesozoic Early Cretaceous Albian - Cenozoic Paleogene Paleocene Selandian	変成岩	Metamorphic rocks	変成かんらん岩 高P/T型広域変成岩　ざくろ石帯	metaperidotite garnet zone of high P/T regional metamorphic rocks
中生代 前期白亜紀 バランギニアン期〜アプチアン期, 蛇紋岩  高P/T型広域変成岩　ざくろ石帯	K112-121_msp_hg	4406a6	68	6	166	中生代 前期白亜紀 バランギニアン期〜アプチアン期	Mesozoic Early Cretaceous Valanginian - Aptian	変成岩	Metamorphic rocks	蛇紋岩  高P/T型広域変成岩　ざくろ石帯	serpentinite garnet zone of high P/T regional metamorphic rocks
中生代 前期白亜紀 アプチアン期〜アルビアン期, 石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　ざくろ石菫青石帯	K12_msgca_lgc	441de1	68	29	225	中生代 前期白亜紀 アプチアン期〜アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	変成岩	Metamorphic rocks	石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　ざくろ石菫青石帯	calcareous gneiss & schist garnet-cordierite zone of low P/T regional metamorphic rocks
古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　角閃岩相・グラニュライト相	D3-P1_msgpe_hag	443003	68	48	3	古生代 後期デボン紀〜ペルム紀 シスウラリアン世	Paleozoic Late Devonian - Permian Cisuralian	変成岩	Metamorphic rocks	泥質片麻岩・泥質グラノフェルス 高P/T型広域変成岩　角閃岩相・グラニュライト相	pelitic gneiss & schist amphibolite or granulite facies rocks of high P/T regional metamorphic rocks
新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　珪線石カリ長石帯	Pg2-N121_mgngb_lks	44436f	68	67	111	新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期	Cenozoic Paleogene Eocene Lutetian - Neogene Miocene late Burdigalian	変成岩	Metamorphic rocks	斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　珪線石カリ長石帯	gabbro gneiss & diorite gneiss sillmanite-Kfeldspar zone of low P/T regional metamorphic rocks
中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　角閃岩相	Tr22-J31_mgama_ham	447100	68	113	0	中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期	Mesozoic Late Triassic Ladinian - Late Jurassic Oxfordian	変成岩	Metamorphic rocks	苦鉄質片麻岩・角閃岩 高P/T型広域変成岩　角閃岩相	mafic gneiss & amphibolite amphibolite facies rock of high P/T  regional metamorphic rocks
