# 20万分の1日本シームレス地質図V2
"RGB","comment"
"4c4a77","[K12_mgngb_lkc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 斑れい岩質片麻岩・閃緑岩質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯"
"4c7100","[K122-Pg12_mmgma_hab] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　アルバイト黒雲母帯"
"4d00a0","[D3-P1_mrpr_hec] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 変成かんらん岩 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石"
"4d0faf","[K11-121_msp_hlb] 中生代 前期白亜紀 ベリアシアン期〜アプチアン期, 蛇紋岩  高P/T型広域変成岩　ローソン石青色片岩亜相"
"4d1de1","[Ca4-S_msgca_mag] 古生代 カンブリア紀 フロンギアン世〜シルル紀, 石灰質片麻岩・石灰質グラノフェルス 中P/T型広域変成岩　角閃岩相・グラニュライト相"
"4d4a76","[N3_mrga_lgs] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 変成斑れい岩 低P/T型広域変成岩　緑色片岩相"
"4d7100","[D3-P1_mmgma_hab] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　アルバイト黒雲母帯"
"4e00a0","[K11-121_mrpr_hlb] 中生代 前期白亜紀 ベリアシアン期〜アプチアン期, 変成かんらん岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"4e10b0","[Tr22-J31_msp_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 蛇紋岩  高P/T型広域変成岩　ローソン石青色片岩亜相"
"4e1de1","[K122-Pg12_msgca_mag] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 石灰質片麻岩・石灰質グラノフェルス 中P/T型広域変成岩　角閃岩相・グラニュライト相"
"4e4a76","[P_mrga_mam] 古生代 ペルム紀, 変成斑れい岩 中P/T型広域変成岩　角閃岩相"
"4e7100","[K122-Pg12_mmgma_hob] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　オリゴクレース黒雲母帯"
"4f00a0","[Tr22-J31_mrpr_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 変成かんらん岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"4f11b1","[D3-P1_msp_hlb] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 蛇紋岩  高P/T型広域変成岩　ローソン石青色片岩亜相"
"4f1de1","[Tr1-32_msgca_mag] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 石灰質片麻岩・石灰質グラノフェルス 中P/T型広域変成岩　角閃岩相・グラニュライト相"
"4f7100","[K122-Pg12_mmgma_hec] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石"
"5000a0","[D3-P1_mrpr_hlb] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 変成かんらん岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"5012b2","[Pg2-N121_msp_lb] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 蛇紋岩  低P/T型広域変成岩　黒雲母帯"
"501de1","[N3_mrls_lgs] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 大理石 低P/T型広域変成岩　緑色片岩相"
"507100","[D3-P1_mmgma_hec] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　エクロジャイト相の変成作用を経験した岩石"
"5100a0","[Pg2-N121_mrpr_lb] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成かんらん岩 低P/T型広域変成岩　黒雲母帯"
"5113b3","[K2-Pg12_msp_lb] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 蛇紋岩  低P/T型広域変成岩　黒雲母帯"
"511de1","[K12_mscca_lkc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 石灰質片岩 低P/T型広域変成岩　カリ長石菫青石帯"
"512900","[Tr1-32_mgmpe_lop] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）"
"517100","[K122-Pg12_mmgma_ham] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相"
"5200a0","[K2-Pg12_mrpr_lb] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成かんらん岩 低P/T型広域変成岩　黒雲母帯"
"5214b4","[K12_msp_lb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 蛇紋岩  低P/T型広域変成岩　黒雲母帯"
"521de1","[N3_mscca_lgs] 新生代 新第三紀 中新世 メッシニアン期〜鮮新世, 石灰質片岩 低P/T型広域変成岩　緑色片岩相"
"522a01","[Tr1-32_msmpe_lop] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 泥質片岩・泥質グラノフェルス・泥質片麻岩・泥質ミグマタイト 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）"
"522a02","[Tr1-32_msgpe_lop] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 泥質片麻岩・泥質グラノフェルス 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）"
"527100","[K112-121_mmgma_ham] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相"
"528dc6","[Tr1-21_snm] 中生代 前期三畳紀〜後期三畳紀 アニシアン期, 非海成層 泥岩"
"52a8ac","[C1_som_Cb] 古生代 石炭紀 ミシシッピアン亜紀, 海成層 泥岩 前期石炭紀付加体"
"5300a0","[K12_mrpr_lb] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 変成かんらん岩 低P/T型広域変成岩　黒雲母帯"
"5315b5","[Tr1-32_msp_lb] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 蛇紋岩  低P/T型広域変成岩　黒雲母帯"
"531de1","[P_mscca_mam] 古生代 ペルム紀, 石灰質片岩 中P/T型広域変成岩　角閃岩相"
"537100","[Tr22-J31_mmgma_ham] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相"
"5400a0","[Tr1-32_mrpr_lb] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成かんらん岩 低P/T型広域変成岩　黒雲母帯"
"5416b6","[Pg2-N121_msp_lkc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 蛇紋岩  低P/T型広域変成岩　カリ長石菫青石帯"
"541de1","[K12_msnca_lkc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 低P/T型広域変成岩　カリ長石菫青石帯"
"547100","[D3-P1_mmgma_ham] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相"
"5489b0","[P1_som] 古生代 ペルム紀 シスウラリアン世, 海成層 泥岩"
"548eb4","[P2_som] 古生代 ペルム紀 グアダルピアン世, 海成層 泥岩"
"5500a0","[Pg2-N121_mrpr_lkc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成かんらん岩 低P/T型広域変成岩　カリ長石菫青石帯"
"5517b7","[K2-Pg12_msp_lkc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 蛇紋岩  低P/T型広域変成岩　カリ長石菫青石帯"
"551de1","[P_msnca_mam] 古生代 ペルム紀, 石灰質片岩・石灰質グラノフェルス・石灰質片麻岩 中P/T型広域変成岩　角閃岩相"
"557100","[Ca-O_mmgma_ham] 古生代 カンブリア紀〜オルドビス紀, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相"
"5600a0","[K2-Pg12_mrpr_lkc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成かんらん岩 低P/T型広域変成岩　カリ長石菫青石帯"
"561300","[Tr1-32_msgpe_mag] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 泥質片麻岩・泥質グラノフェルス 中P/T型広域変成岩　角閃岩相・グラニュライト相"
"5618b8","[Tr1-32_msp_lkc] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 蛇紋岩  低P/T型広域変成岩　カリ長石菫青石帯"
"561de1","[K12_msgca_lkc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 石灰質片麻岩・石灰質グラノフェルス 低P/T型広域変成岩　カリ長石菫青石帯"
"567100","[K122-Pg12_mmgma_hag] 中生代 前期白亜紀 アルビアン期〜新生代 古第三紀 暁新世 セランディアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"5700a0","[Tr1-32_mrpr_lkc] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成かんらん岩 低P/T型広域変成岩　カリ長石菫青石帯"
"571300","[Tr1-32_mgmpe_mag] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 泥質片麻岩・泥質ミグマタイト 中P/T型広域変成岩　角閃岩相・グラニュライト相"
"5719b9","[Pg2-N121_msp_lks] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 蛇紋岩  低P/T型広域変成岩　珪線石カリ長石帯"
"571de1","[P_msgca_mam] 古生代 ペルム紀, 石灰質片麻岩・石灰質グラノフェルス 中P/T型広域変成岩　角閃岩相"
"577100","[K112-121_mmgma_hag] 中生代 前期白亜紀 バランギニアン期〜アプチアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"5793b8","[P3_som] 古生代 ペルム紀 ローピンジアン世, 海成層 泥岩"
"5800a0","[Pg2-N121_mrpr_lks] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成かんらん岩 低P/T型広域変成岩　珪線石カリ長石帯"
"581aba","[K2-Pg12_msp_lks] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 蛇紋岩  低P/T型広域変成岩　珪線石カリ長石帯"
"587100","[Tr22-J31_mmgma_hag] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"5892c7","[Tr22-3_snm] 中生代 後期三畳紀 ラディニアン期〜後期三畳紀, 非海成層 泥岩"
"5900a0","[K2-Pg12_mrpr_lks] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成かんらん岩 低P/T型広域変成岩　珪線石カリ長石帯"
"591bbb","[K12_msp_lks] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 蛇紋岩  低P/T型広域変成岩　珪線石カリ長石帯"
"597100","[D3-P1_mmgma_hag] 古生代 後期デボン紀〜ペルム紀 シスウラリアン世, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"59acaf","[P2-3_som_P2] 古生代 ペルム紀 グアダルピアン世〜ローピンジアン世, 海成層 泥岩 中期-後期ペルム紀付加体"
"5a00a0","[K12_mrpr_lks] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 変成かんらん岩 低P/T型広域変成岩　珪線石カリ長石帯"
"5a1cbc","[Tr1-32_msp_lks] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 蛇紋岩  低P/T型広域変成岩　珪線石カリ長石帯"
"5a5a5a","[J1_sod] 中生代 前期ジュラ紀, 海成層 崩壊堆積物"
"5a7100","[Ca-O_mmgma_hag] 古生代 カンブリア紀〜オルドビス紀, 苦鉄質片麻岩・角閃岩・苦鉄質ミグマタイト 高P/T型広域変成岩　角閃岩相・グラニュライト相"
"5b00a0","[Tr1-32_mrpr_lks] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成かんらん岩 低P/T型広域変成岩　珪線石カリ長石帯"
"5b1dbd","[Pg2-N121_msp_lgc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 蛇紋岩  低P/T型広域変成岩　ざくろ石菫青石帯"
"5c00a0","[Pg2-N121_mrpr_lgc] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成かんらん岩 低P/T型広域変成岩　ざくろ石菫青石帯"
"5c1ebe","[K2-Pg12_msp_lgc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 蛇紋岩  低P/T型広域変成岩　ざくろ石菫青石帯"
"5c759c","[Tr22-J31_mscpe_hc] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 泥質片岩 高P/T型広域変成岩　緑泥石帯"
"5d00a0","[K2-Pg12_mrpr_lgc] 中生代 後期白亜紀〜新生代 古第三紀 暁新世 セランディアン期, 変成かんらん岩 低P/T型広域変成岩　ざくろ石菫青石帯"
"5d1fbf","[K12_msp_lgc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 蛇紋岩  低P/T型広域変成岩　ざくろ石菫青石帯"
"5d769c","[Tr22-J31_msl_hc] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 粘板岩  高P/T型広域変成岩　緑泥石帯"
"5d769d","[Tr22-J31_mpype_hc] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 泥質千枚岩 高P/T型広域変成岩　緑泥石帯"
"5d769e","[Tr22-J31_mpype_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 泥質千枚岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"5d779d","[Tr22-J31_mscpe_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 泥質片岩 高P/T型広域変成岩　ローソン石青色片岩亜相"
"5e00a0","[K12_mrpr_lgc] 中生代 前期白亜紀 アプチアン期〜アルビアン期, 変成かんらん岩 低P/T型広域変成岩　ざくろ石菫青石帯"
"5e20c0","[Tr1-32_msp_lgc] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 蛇紋岩  低P/T型広域変成岩　ざくろ石菫青石帯"
"5e779e","[Tr22-J31_msl_hlb] 中生代 後期三畳紀 ラディニアン期〜後期ジュラ紀 オックスフォーディアン期, 粘板岩  高P/T型広域変成岩　ローソン石青色片岩亜相"
"5e97c8","[J1_snm] 中生代 前期ジュラ紀, 非海成層 泥岩"
"5f00a0","[Tr1-32_mrpr_lgc] 中生代 前期三畳紀〜後期三畳紀 ノーリアン期, 変成かんらん岩 低P/T型広域変成岩　ざくろ石菫青石帯"
"5f21c1","[Pg2-N121_msp_lop] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 蛇紋岩  低P/T型広域変成岩　斜方輝石帯（グラニュライト相）"
"5fb0b3","[Tr2-3_som_Tr] 中生代 中期三畳紀〜後期三畳紀, 海成層 泥岩 中期-後期三畳紀付加体"
"6000a0","[Pg2-N121_mrpr_lop] 新生代 古第三紀 始新世 ルテシアン期〜新第三紀 中新世 後期バーディガリアン期, 変成かんらん岩 低P/T型広域変成岩　斜方輝石帯（グラニュライト相）"
